iter	Accuracy	Logloss
888	1	0.07435176269
889	1	0.07424987658
890	1	0.07413182318
891	1	0.07399096975
892	1	0.0738749053
893	1	0.07376992566
894	1	0.07363562616
895	1	0.0735629316
896	1	0.07346779888
897	1	0.07335901144
898	1	0.073242949
899	1	0.07317913721
900	1	0.07307038057
901	1	0.0728681919
902	1	0.072776323
903	1	0.07273087626
904	1	0.07258587604
905	1	0.07244044394
906	1	0.07228907063
907	1	0.07212700506
908	1	0.07202729793
909	1	0.07188298493
910	1	0.07172255992
911	1	0.0715794903
912	1	0.07148955012
913	1	0.07133908259
914	1	0.07123639931
915	1	0.07109910904
916	1	0.07098825362
917	1	0.07086274284
918	1	0.07073529859
919	1	0.07062675385
920	1	0.07051880795
921	1	0.07041668643
922	1	0.07028501564
923	1	0.07020613923
924	1	0.07012018658
925	1	0.07003632588
926	1	0.06995048379
927	1	0.06984478146
928	1	0.06974715307
929	1	0.06963175508
930	1	0.06952610225
931	1	0.06940270656
932	1	0.0692792285
933	1	0.06923512647
934	1	0.06915144887
935	1	0.06904000536
936	1	0.06891363642
937	1	0.06883608931
938	1	0.06870369433
939	1	0.0686170653
940	1	0.06846705258
941	1	0.06841347267
942	1	0.06829265722
943	1	0.06821030339
944	1	0.06810611149
945	1	0.06799297448
946	1	0.06794322262
947	1	0.06785521388
948	1	0.067732962
949	1	0.06766229332
950	1	0.06754756813
951	1	0.06741538765
952	1	0.06734762044
953	1	0.06721996858
954	1	0.06707166377
955	1	0.06695182405
956	1	0.06685163844
957	1	0.0666874526
958	1	0.06658282462
959	1	0.06642974515
960	1	0.0662620425
961	1	0.0661420747
962	1	0.06604717247
963	1	0.06590667544
964	1	0.06580356962
965	1	0.06570096193
966	1	0.06554263821
967	1	0.06539444861
968	1	0.06529026951
969	1	0.06517786313
970	1	0.0650859111
971	1	0.0649721221
972	1	0.06485479335
973	1	0.06475161602
974	1	0.06464340194
975	1	0.06452854593
976	1	0.06446233862
977	1	0.06439557482
978	1	0.0642592253
979	1	0.06415941727
980	1	0.06407686664
981	1	0.06396983617
982	1	0.06389936743
983	1	0.06376627618
984	1	0.06364248247
985	1	0.06356967934
986	1	0.0634524812
987	1	0.06333942913
988	1	0.06323146357
989	1	0.06316752659
990	1	0.06309637712
991	1	0.06298040653
992	1	0.06289686451
993	1	0.06278669969
994	1	0.06272676635
995	1	0.06259229418
996	1	0.06252873388
997	1	0.06244665684
998	1	0.06229799226
999	1	0.06219726816
